feature1;feature2;correlation;strength
wpm;opp_assistsat20;0.5484287858;average
wardskilled;opp_assistsat20;0.4787034751;average
wcpm;opp_assistsat20;0.5335911692;average
controlwardsbought;opp_assistsat20;0.5139570412;average
visionscore;opp_assistsat20;0.5324503274;average
vspm;opp_assistsat20;0.5903832376;average
totalgold;opp_assistsat20;0.5622592040;average
earnedgold;opp_assistsat20;0.5240043271;average
earned gpm;opp_assistsat20;0.5603027503;average
earnedgoldshare;opp_assistsat20;-0.2877444161;low
goldspent;opp_assistsat20;0.5725478009;average
gspd;opp_assistsat20;-0.4457173177;average
gpr;opp_assistsat20;-0.4752635158;average
total cs;opp_assistsat20;-0.3709456846;average
minionkills;opp_assistsat20;0.4973155759;average
monsterkills;opp_assistsat20;0.4366586648;average
cspm;opp_assistsat20;0.5701738179;average
goldat10;opp_assistsat20;0.6455063297;average
xpat10;opp_assistsat20;0.6261402079;average
csat10;opp_assistsat20;0.5878955951;average
opp_goldat10;opp_assistsat20;0.6812958446;average
opp_xpat10;opp_assistsat20;0.6415846025;average
opp_csat10;opp_assistsat20;0.6012498154;average
golddiffat10;opp_assistsat20;-0.2161679014;low
xpdiffat10;opp_assistsat20;-0.1538691213;low
csdiffat10;opp_assistsat20;-0.0880361742;low
killsat10;opp_assistsat20;0.3896960020;average
assistsat10;opp_assistsat20;0.4104710102;average
deathsat10;opp_assistsat20;0.6463770875;average
opp_killsat10;opp_assistsat20;0.5810641723;average
opp_assistsat10;opp_assistsat20;0.6994756354;average
opp_deathsat10;opp_assistsat20;0.4166940310;average
goldat15;opp_assistsat20;0.6376233236;average
xpat15;opp_assistsat20;0.6215944146;average
csat15;opp_assistsat20;0.5810223862;average
opp_goldat15;opp_assistsat20;0.6910711410;average
opp_xpat15;opp_assistsat20;0.6471369608;average
opp_csat15;opp_assistsat20;0.5985816940;average
golddiffat15;opp_assistsat20;-0.2646534513;low
xpdiffat15;opp_assistsat20;-0.2278103776;low
csdiffat15;opp_assistsat20;-0.1209668563;low
killsat15;opp_assistsat20;0.4446344966;average
assistsat15;opp_assistsat20;0.4836517062;average
deathsat15;opp_assistsat20;0.7754594527;average
opp_killsat15;opp_assistsat20;0.6930011318;average
opp_assistsat15;opp_assistsat20;0.8591787927;high
opp_deathsat15;opp_assistsat20;0.4786807515;average
goldat20;opp_assistsat20;0.6286162755;average
xpat20;opp_assistsat20;0.6164806729;average
csat20;opp_assistsat20;0.5708369669;average
opp_goldat20;opp_assistsat20;0.7031226466;average
opp_xpat20;opp_assistsat20;0.6596771245;average
opp_csat20;opp_assistsat20;0.5916062588;average
golddiffat20;opp_assistsat20;-0.3303001175;average
xpdiffat20;opp_assistsat20;-0.3244664148;average
csdiffat20;opp_assistsat20;-0.1422534676;low
killsat20;opp_assistsat20;0.4634271691;average
assistsat20;opp_assistsat20;0.5117450762;average
deathsat20;opp_assistsat20;0.8897400014;high
opp_killsat20;opp_assistsat20;0.7914217652;average
kills;opp_deathsat20;0.7721354965;average
deaths;opp_deathsat20;0.4908635358;average
assists;opp_deathsat20;0.7567214684;average
teamkills;opp_deathsat20;0.3455015980;average
teamdeaths;opp_deathsat20;-0.0532319011;low
doublekills;opp_deathsat20;0.5542289436;average
triplekills;opp_deathsat20;0.3018013006;average
quadrakills;opp_deathsat20;0.1397280093;low
pentakills;opp_deathsat20;0.0652781140;low
firstblood;opp_deathsat20;0.2828558811;low
firstbloodkill;opp_deathsat20;0.1369176955;low
firstbloodassist;opp_deathsat20;0.1395148494;low
firstbloodvictim;opp_deathsat20;-0.0300751011;low
team kpm;opp_deathsat20;0.4007069567;average
ckpm;opp_deathsat20;0.3110532000;average
firstdragon;opp_deathsat20;0.1471481570;low
dragons;opp_deathsat20;0.2297079629;low
opp_dragons;opp_deathsat20;-0.4008815052;average
elementaldrakes;opp_deathsat20;0.2413899071;low
opp_elementaldrakes;opp_deathsat20;-0.4024070950;average
infernals;opp_deathsat20;0.0993867666;low
mountains;opp_deathsat20;0.0729720263;low
clouds;opp_deathsat20;0.0722417413;low
oceans;opp_deathsat20;0.0812126638;low
chemtechs;opp_deathsat20;0.0803835180;low
hextechs;opp_deathsat20;0.1011084605;low
elders;opp_deathsat20;-0.0255449449;low
opp_elders;opp_deathsat20;-0.0768118200;low
firstherald;opp_deathsat20;0.1236433994;low
heralds;opp_deathsat20;0.2407956498;low
opp_heralds;opp_deathsat20;-0.2420541417;low
firstbaron;opp_deathsat20;0.2877599813;low
barons;opp_deathsat20;0.3676350526;average
opp_barons;opp_deathsat20;0.1592205035;low
firsttower;opp_deathsat20;0.2729189391;low
towers;opp_deathsat20;0.3871500115;average
opp_towers;opp_deathsat20;-0.4264165370;average
firstmidtower;opp_deathsat20;0.3378951806;average
firsttothreetowers;opp_deathsat20;0.3684439116;average
turretplates;opp_deathsat20;0.4089738659;average
opp_turretplates;opp_deathsat20;-0.1273173897;low
inhibitors;opp_deathsat20;0.4300753088;average
opp_inhibitors;opp_deathsat20;0.1250945105;low
damagetochampions;opp_deathsat20;0.6381490922;average
dpm;opp_deathsat20;0.7218203784;average
damageshare;opp_deathsat20;-0.0169718789;low
damagetakenperminute;opp_deathsat20;0.6716727424;average
damagemitigatedperminute;opp_deathsat20;0.6246117435;average
damagetotowers;opp_deathsat20;0.5899014747;average
wardsplaced;opp_deathsat20;0.4948636229;average
wpm;opp_deathsat20;0.5509121374;average
wardskilled;opp_deathsat20;0.5000154562;average
wcpm;opp_deathsat20;0.5630781705;average
controlwardsbought;opp_deathsat20;0.5279236614;average
visionscore;opp_deathsat20;0.5663816379;average
vspm;opp_deathsat20;0.6369742353;average
totalgold;opp_deathsat20;0.6698110842;average
earnedgold;opp_deathsat20;0.6800321449;average
earned gpm;opp_deathsat20;0.7481054946;average
earnedgoldshare;opp_deathsat20;-0.0330725046;low
goldspent;opp_deathsat20;0.6564421759;average
gspd;opp_deathsat20;0.4853684422;average
gpr;opp_deathsat20;0.5375460314;average
total cs;opp_deathsat20;-0.1339270885;low
minionkills;opp_deathsat20;0.5533213675;average
monsterkills;opp_deathsat20;0.4831585875;average
cspm;opp_deathsat20;0.6406254904;average
goldat10;opp_deathsat20;0.7162077349;average
xpat10;opp_deathsat20;0.6752521640;average
csat10;opp_deathsat20;0.6399544049;average
opp_goldat10;opp_deathsat20;0.6696424187;average
opp_xpat10;opp_deathsat20;0.6536178212;average
opp_csat10;opp_deathsat20;0.6201497351;average
golddiffat10;opp_deathsat20;0.2812535100;low
xpdiffat10;opp_deathsat20;0.2155382182;low
csdiffat10;opp_deathsat20;0.1305600264;low
killsat10;opp_deathsat20;0.6998571717;average
assistsat10;opp_deathsat20;0.6681312951;average
deathsat10;opp_deathsat20;0.4485923078;average
opp_killsat10;opp_deathsat20;0.4236378744;average
opp_assistsat10;opp_deathsat20;0.4098989942;average
opp_deathsat10;opp_deathsat20;0.7834726311;average
goldat15;opp_deathsat20;0.7291675556;average
xpat15;opp_deathsat20;0.6829528584;average
csat15;opp_deathsat20;0.6393819951;average
opp_goldat15;opp_deathsat20;0.6620624712;average
opp_xpat15;opp_deathsat20;0.6496290152;average
opp_csat15;opp_deathsat20;0.6132575643;average
golddiffat15;opp_deathsat20;0.3322790911;average
xpdiffat15;opp_deathsat20;0.2972106722;low
csdiffat15;opp_deathsat20;0.1799723720;low
killsat15;opp_deathsat20;0.8150027571;high
assistsat15;opp_deathsat20;0.7990346138;average
deathsat15;opp_deathsat20;0.5132537294;average
opp_killsat15;opp_deathsat20;0.4811850892;average
opp_assistsat15;opp_deathsat20;0.4798581588;average
opp_deathsat15;opp_deathsat20;0.9159592071;high
goldat20;opp_deathsat20;0.7400943490;average
xpat20;opp_deathsat20;0.6947139232;average
csat20;opp_deathsat20;0.6364225446;average
opp_goldat20;opp_deathsat20;0.6546599565;average
opp_xpat20;opp_deathsat20;0.6460740127;average
opp_csat20;opp_deathsat20;0.6063471195;average
golddiffat20;opp_deathsat20;0.3787459977;average
xpdiffat20;opp_deathsat20;0.3653544856;average
csdiffat20;opp_deathsat20;0.2059932289;low
killsat20;opp_deathsat20;0.8869661910;high
assistsat20;opp_deathsat20;0.8897400014;high
deathsat20;opp_deathsat20;0.5323311775;average
opp_killsat20;opp_deathsat20;0.4946804850;average
opp_assistsat20;opp_deathsat20;0.5023385331;average
kills;goldat25;0.8084064498;high
deaths;goldat25;0.7258188498;average
assists;goldat25;0.7785771330;average
teamkills;goldat25;0.0692021872;low
teamdeaths;goldat25;-0.0395885738;low
doublekills;goldat25;0.5615970106;average
triplekills;goldat25;0.3115201839;average
quadrakills;goldat25;0.1416562689;low
pentakills;goldat25;0.0682964651;low
firstblood;goldat25;0.2288603608;low
firstbloodkill;goldat25;0.1691163533;low
firstbloodassist;goldat25;-0.0890141687;low
firstbloodvictim;goldat25;-0.0837749545;low
team kpm;goldat25;0.0798596752;low
ckpm;goldat25;0.0336398033;low
firstdragon;goldat25;0.1748743463;low
dragons;goldat25;0.4103469751;average
opp_dragons;goldat25;-0.5248840473;average
elementaldrakes;goldat25;0.4264048235;average
opp_elementaldrakes;goldat25;-0.5298203413;average
infernals;goldat25;0.1553687474;low
mountains;goldat25;0.1362787129;low
clouds;goldat25;0.1541247946;low
oceans;goldat25;0.1312202426;low
chemtechs;goldat25;0.1348487295;low
hextechs;goldat25;0.1631975776;low
elders;goldat25;-0.0106530319;low
opp_elders;goldat25;-0.0829757185;low
firstherald;goldat25;0.2296239122;low
heralds;goldat25;0.3665107246;average
opp_heralds;goldat25;-0.3633132561;average
firstbaron;goldat25;0.6035333893;average
barons;goldat25;0.4486273429;average
opp_barons;goldat25;0.3666865622;average
firsttower;goldat25;0.4468501438;average
towers;goldat25;0.6941544974;average
opp_towers;goldat25;-0.6853262456;average
firstmidtower;goldat25;0.4940928247;average
firsttothreetowers;goldat25;0.6013309707;average
turretplates;goldat25;0.5384891825;average
opp_turretplates;goldat25;-0.3225651508;average
inhibitors;goldat25;0.4806665415;average
opp_inhibitors;goldat25;0.3693992028;average
damagetochampions;goldat25;0.8788667799;high
dpm;goldat25;0.9320068270;high
damageshare;goldat25;0.7237323675;average
damagetakenperminute;goldat25;0.9274909951;high
damagemitigatedperminute;goldat25;0.8660158914;high
damagetotowers;goldat25;0.7453919381;average
wardsplaced;goldat25;0.7225296517;average
wpm;goldat25;0.7584977105;average
wardskilled;goldat25;0.8141853209;high
wcpm;goldat25;0.8633781796;high
controlwardsbought;goldat25;0.7998616156;average
visionscore;goldat25;0.8450927305;high
vspm;goldat25;0.8936600744;high
totalgold;goldat25;0.9640858652;high
earnedgold;goldat25;0.9547915199;high
earned gpm;goldat25;0.9864046194;high
earnedgoldshare;goldat25;0.8714422095;high
goldspent;goldat25;0.9598451351;high
gspd;goldat25;0.7770328718;average
gpr;goldat25;0.7962131487;average
total cs;goldat25;0.7756565637;average
minionkills;goldat25;0.9141498839;high
monsterkills;goldat25;0.7090875800;average
cspm;goldat25;0.9735065279;high
goldat10;goldat25;0.9923759564;high
xpat10;goldat25;0.9829871833;high
csat10;goldat25;0.9737681876;high
opp_goldat10;goldat25;0.9800977159;high
opp_xpat10;goldat25;0.9773566623;high
opp_csat10;goldat25;0.9656796762;high
golddiffat10;goldat25;0.0785554478;low
xpdiffat10;goldat25;0.0584553267;low
csdiffat10;goldat25;0.0549141023;low
killsat10;goldat25;0.5756614829;average
assistsat10;goldat25;0.5240801913;average
deathsat10;goldat25;0.5240261506;average
opp_killsat10;goldat25;0.5185893058;average
opp_assistsat10;goldat25;0.4800300100;average
opp_deathsat10;goldat25;0.5773347015;average
goldat15;goldat25;0.9951131616;high
xpat15;goldat25;0.9859176016;high
csat15;goldat25;0.9748247695;high
opp_goldat15;goldat25;0.9773055595;high
opp_xpat15;goldat25;0.9781769988;high
opp_csat15;goldat25;0.9656130704;high
golddiffat15;goldat25;0.0962926024;low
xpdiffat15;goldat25;0.0738572283;low
csdiffat15;goldat25;0.0662926378;low
killsat15;goldat25;0.6800499950;average
assistsat15;goldat25;0.6325081803;average
deathsat15;goldat25;0.6177230293;average
opp_killsat15;goldat25;0.6116174177;average
opp_assistsat15;goldat25;0.5789116771;average
opp_deathsat15;goldat25;0.6813398425;average
goldat20;goldat25;0.9974949738;high
xpat20;goldat25;0.9893444603;high
csat20;goldat25;0.9754119608;high
opp_goldat20;goldat25;0.9750848146;high
opp_xpat20;goldat25;0.9781976014;high
opp_csat20;goldat25;0.9650009616;high
golddiffat20;goldat25;0.1107876636;low
xpdiffat20;goldat25;0.0914767184;low
csdiffat20;goldat25;0.0748745943;low
killsat20;goldat25;0.7433387691;average
assistsat20;goldat25;0.7049612441;average
deathsat20;goldat25;0.6672445916;average
opp_killsat20;goldat25;0.6601727072;average
opp_assistsat20;goldat25;0.6364205950;average
opp_deathsat20;goldat25;0.7443753672;average
kills;xpat25;0.7785532561;average
deaths;xpat25;0.7235607317;average
assists;xpat25;0.7623755026;average
teamkills;xpat25;0.0444454514;low
teamdeaths;xpat25;-0.0431126530;low
doublekills;xpat25;0.5323758574;average
triplekills;xpat25;0.2922782599;low
quadrakills;xpat25;0.1309340306;low
pentakills;xpat25;0.0623566149;low
firstblood;xpat25;0.2093278293;low
firstbloodkill;xpat25;0.0506734000;low
firstbloodassist;xpat25;-0.1305472711;low
firstbloodvictim;xpat25;-0.0501273412;low
team kpm;xpat25;0.0511090450;low
ckpm;xpat25;0.0055643005;low
firstdragon;xpat25;0.1784168035;low
dragons;xpat25;0.4245333148;average
opp_dragons;xpat25;-0.4848643787;average
elementaldrakes;xpat25;0.4400938999;average
opp_elementaldrakes;xpat25;-0.4911257701;average
infernals;xpat25;0.1520519145;low
mountains;xpat25;0.1382179903;low
clouds;xpat25;0.1774407815;low
oceans;xpat25;0.1369786984;low
chemtechs;xpat25;0.1367217697;low
hextechs;xpat25;0.1614512679;low
elders;xpat25;-0.0045058653;low
opp_elders;xpat25;-0.0661154903;low
firstherald;xpat25;0.1155192517;low
heralds;xpat25;0.2241237313;low
opp_heralds;xpat25;-0.2211867058;low
firstbaron;xpat25;0.6369564725;average
barons;xpat25;0.4393402327;average
opp_barons;xpat25;0.3671194334;average
firsttower;xpat25;0.3282250318;average
towers;xpat25;0.6365935133;average
opp_towers;xpat25;-0.6436394938;average
firstmidtower;xpat25;0.3915301177;average
firsttothreetowers;xpat25;0.4940742601;average
turretplates;xpat25;0.2728751623;low
opp_turretplates;xpat25;-0.3205142201;average
inhibitors;xpat25;0.4632071186;average
opp_inhibitors;xpat25;0.3774946580;average
damagetochampions;xpat25;0.8716237484;high
dpm;xpat25;0.9211191359;high
damageshare;xpat25;0.6126120878;average
damagetakenperminute;xpat25;0.9321928003;high
damagemitigatedperminute;xpat25;0.8744710379;high
damagetotowers;xpat25;0.7277333337;average
wardsplaced;xpat25;0.7194774823;average
wpm;xpat25;0.7532198837;average
wardskilled;xpat25;0.8105456696;high
wcpm;xpat25;0.8569662636;high
controlwardsbought;xpat25;0.8018050233;high
visionscore;xpat25;0.8435174023;high
vspm;xpat25;0.8892877757;high
totalgold;xpat25;0.9613685564;high
earnedgold;xpat25;0.9486365066;high
earned gpm;xpat25;0.9764402531;high
earnedgoldshare;xpat25;0.6984676822;average
goldspent;xpat25;0.9582591240;high
gspd;xpat25;0.7030560329;average
gpr;xpat25;0.6603578073;average
total cs;xpat25;0.7499020131;average
minionkills;xpat25;0.9225628270;high
monsterkills;xpat25;0.7014262451;average
cspm;xpat25;0.9759915747;high
goldat10;xpat25;0.9886956744;high
xpat10;xpat25;0.9919840879;high
csat10;xpat25;0.9777404325;high
opp_goldat10;xpat25;0.9818155932;high
opp_xpat10;xpat25;0.9880421033;high
opp_csat10;xpat25;0.9726036933;high
golddiffat10;xpat25;0.0440183477;low
xpdiffat10;xpat25;0.0409251650;low
csdiffat10;xpat25;0.0348740829;low
killsat10;xpat25;0.5370606878;average
assistsat10;xpat25;0.4934405570;average
deathsat10;xpat25;0.5134811823;average
opp_killsat10;xpat25;0.5057428761;average
opp_assistsat10;xpat25;0.4667762937;average
opp_deathsat10;xpat25;0.5455716433;average
goldat15;xpat25;0.9895821278;high
xpat15;xpat25;0.9941118507;high
csat15;xpat25;0.9792380269;high
opp_goldat15;xpat25;0.9791765594;high
opp_xpat15;xpat25;0.9881695302;high
opp_csat15;xpat25;0.9729966519;high
golddiffat15;xpat25;0.0562669390;low
xpdiffat15;xpat25;0.0566988558;low
csdiffat15;xpat25;0.0449164924;low
killsat15;xpat25;0.6384818904;average
assistsat15;xpat25;0.5995252749;average
deathsat15;xpat25;0.6058194025;average
opp_killsat15;xpat25;0.5978404292;average
opp_assistsat15;xpat25;0.5636141912;average
opp_deathsat15;xpat25;0.6477640958;average
goldat20;xpat25;0.9913408745;high
xpat20;xpat25;0.9964114646;high
csat20;xpat25;0.9795483047;high
opp_goldat20;xpat25;0.9772063658;high
opp_xpat20;xpat25;0.9873084977;high
opp_csat20;xpat25;0.9720597211;high
golddiffat20;xpat25;0.0698758622;low
xpdiffat20;xpat25;0.0747035151;low
csdiffat20;xpat25;0.0538569498;low
killsat20;xpat25;0.7018618314;average
assistsat20;xpat25;0.6743806927;average
deathsat20;xpat25;0.6568025881;average
opp_killsat20;xpat25;0.6480188663;average
opp_assistsat20;xpat25;0.6232856529;average
opp_deathsat20;xpat25;0.7124867843;average
goldat25;xpat25;0.9934676373;high
kills;csat25;0.7549035647;average
deaths;csat25;0.7024596462;average
assists;csat25;0.6870388155;average
teamkills;csat25;-0.0025199060;low
teamdeaths;csat25;-0.0341927366;low
doublekills;csat25;0.5210034060;average
triplekills;csat25;0.2888850273;low
quadrakills;csat25;0.1306130362;low
pentakills;csat25;0.0618917210;low
firstblood;csat25;0.1873424690;low
firstbloodkill;csat25;0.0633852825;low
firstbloodassist;csat25;-0.1545401900;low
firstbloodvictim;csat25;-0.0473011361;low
team kpm;csat25;-0.0044591873;low
ckpm;csat25;-0.0366135257;low
firstdragon;csat25;0.1017390910;low
dragons;csat25;0.2770272763;low
opp_dragons;csat25;-0.1573327143;low
elementaldrakes;csat25;0.2800586417;low
opp_elementaldrakes;csat25;-0.1646104044;low
infernals;csat25;0.0859060236;low
mountains;csat25;0.0741878307;low
clouds;csat25;0.1440247775;low
oceans;csat25;0.0764757324;low
chemtechs;csat25;0.0955939984;low
hextechs;csat25;0.0981397451;low
elders;csat25;0.0411558729;low
opp_elders;csat25;0.0110239402;low
firstherald;csat25;0.0520914825;low
heralds;csat25;0.0974530268;low
opp_heralds;csat25;-0.0935830127;low
firstbaron;csat25;0.2156078675;low
barons;csat25;0.4060334397;average
opp_barons;csat25;0.3803929367;average
firsttower;csat25;0.2006594141;low
towers;csat25;0.3154421034;average
opp_towers;csat25;-0.2962172864;low
firstmidtower;csat25;0.2009740044;low
firsttothreetowers;csat25;0.2756766622;low
turretplates;csat25;0.0913242268;low
opp_turretplates;csat25;-0.3233177031;average
inhibitors;csat25;0.4490074150;average
opp_inhibitors;csat25;0.4095779205;average
damagetochampions;csat25;0.8712323208;high
dpm;csat25;0.9127708235;high
damageshare;csat25;0.7545534933;average
damagetakenperminute;csat25;0.9012550953;high
damagemitigatedperminute;csat25;0.8408759481;high
damagetotowers;csat25;0.7276160949;average
wardsplaced;csat25;0.6608676092;average
wpm;csat25;0.6873483203;average
wardskilled;csat25;0.7983510545;average
wcpm;csat25;0.8382397299;high
controlwardsbought;csat25;0.7535564145;average
visionscore;csat25;0.7941524518;average
vspm;csat25;0.8311160280;high
totalgold;csat25;0.9519556644;high
earnedgold;csat25;0.9462910637;high
earned gpm;csat25;0.9661987010;high
earnedgoldshare;csat25;0.9011407475;high
goldspent;csat25;0.9510890959;high
gspd;csat25;0.3441457841;average
gpr;csat25;0.3590731324;average
total cs;csat25;0.9410641292;high
minionkills;csat25;0.9588029212;high
monsterkills;csat25;0.6885854565;average
cspm;csat25;0.9977450462;high
goldat10;csat25;0.9718208757;high
xpat10;csat25;0.9751780020;high
csat10;csat25;0.9937399188;high
opp_goldat10;csat25;0.9663883297;high
opp_xpat10;csat25;0.9719835856;high
opp_csat10;csat25;0.9863306455;high
golddiffat10;csat25;0.0347571043;low
xpdiffat10;csat25;0.0331640101;low
csdiffat10;csat25;0.0503026538;low
killsat10;csat25;0.5113634718;average
assistsat10;csat25;0.4402852805;average
deathsat10;csat25;0.4835496480;average
opp_killsat10;csat25;0.4948466099;average
opp_assistsat10;csat25;0.4308726406;average
opp_deathsat10;csat25;0.4997476087;average
goldat15;csat25;0.9736249863;high
xpat15;csat25;0.9790707860;high
csat15;csat25;0.9962316774;high
opp_goldat15;csat25;0.9659752687;high
opp_xpat15;csat25;0.9747288791;high
opp_csat15;csat25;0.9880034211;high
golddiffat15;csat25;0.0413649863;low
xpdiffat15;csat25;0.0414284543;low
csdiffat15;csat25;0.0592152227;low
killsat15;csat25;0.6068743401;average
assistsat15;csat25;0.5317635808;average
deathsat15;csat25;0.5708571797;average
opp_killsat15;csat25;0.5870780662;average
opp_assistsat15;csat25;0.5203595121;average
opp_deathsat15;csat25;0.5902004766;average
goldat20;csat25;0.9750282004;high
xpat20;csat25;0.9807305009;high
csat20;csat25;0.9983605810;high
opp_goldat20;csat25;0.9656923296;high
opp_xpat20;csat25;0.9749448291;high
opp_csat20;csat25;0.9890526827;high
golddiffat20;csat25;0.0461531446;low
xpdiffat20;csat25;0.0474801267;low
csdiffat20;csat25;0.0669412320;low
killsat20;csat25;0.6642285064;average
assistsat20;csat25;0.5949506773;average
deathsat20;csat25;0.6204696343;average
opp_killsat20;csat25;0.6403342924;average
opp_assistsat20;csat25;0.5799827553;average
opp_deathsat20;csat25;0.6436195753;average
goldat25;csat25;0.9740676256;high
xpat25;csat25;0.9783347759;high
kills;opp_goldat25;0.7132628992;average
deaths;opp_goldat25;0.8157021231;high
assists;opp_goldat25;0.6953727136;average
teamkills;opp_goldat25;-0.0397258258;low
teamdeaths;opp_goldat25;0.0691333198;low
doublekills;opp_goldat25;0.4658428301;average
triplekills;opp_goldat25;0.2497465235;low
quadrakills;opp_goldat25;0.1127104855;low
pentakills;opp_goldat25;0.0522530250;low
firstblood;opp_goldat25;0.1795624518;low
firstbloodkill;opp_goldat25;-0.0009577455;low
firstbloodassist;opp_goldat25;-0.1676173116;low
firstbloodvictim;opp_goldat25;0.0491601395;low
team kpm;opp_goldat25;-0.0395112539;low
ckpm;opp_goldat25;0.0336398033;low
firstdragon;opp_goldat25;-0.1748743463;low
dragons;opp_goldat25;-0.5248840473;average
opp_dragons;opp_goldat25;0.4103469751;average
elementaldrakes;opp_goldat25;-0.5298203413;average
opp_elementaldrakes;opp_goldat25;0.4264048235;average
infernals;opp_goldat25;-0.1840703161;low
mountains;opp_goldat25;-0.1878892500;low
clouds;opp_goldat25;-0.1776725891;low
oceans;opp_goldat25;-0.1826570388;low
chemtechs;opp_goldat25;-0.1790712601;low
hextechs;opp_goldat25;-0.1748260233;low
elders;opp_goldat25;-0.0829757185;low
opp_elders;opp_goldat25;-0.0106530319;low
firstherald;opp_goldat25;-0.2292960380;low
heralds;opp_goldat25;-0.3633132561;average
opp_heralds;opp_goldat25;0.3665107246;average
firstbaron;opp_goldat25;-0.5939921244;average
barons;opp_goldat25;0.3666865622;average
opp_barons;opp_goldat25;0.4486273429;average
firsttower;opp_goldat25;-0.4468501438;average
towers;opp_goldat25;-0.6853262456;average
opp_towers;opp_goldat25;0.6941544974;average
firstmidtower;opp_goldat25;-0.4940928247;average
firsttothreetowers;opp_goldat25;-0.6013309707;average
turretplates;opp_goldat25;-0.3225651508;average
opp_turretplates;opp_goldat25;0.5384891825;average
inhibitors;opp_goldat25;0.3693992028;average
opp_inhibitors;opp_goldat25;0.4806665415;average
damagetochampions;opp_goldat25;0.8454912277;high
dpm;opp_goldat25;0.8923446124;high
damageshare;opp_goldat25;0.5713680198;average
damagetakenperminute;opp_goldat25;0.9406868629;high
damagemitigatedperminute;opp_goldat25;0.8647739043;high
damagetotowers;opp_goldat25;0.6353036578;average
wardsplaced;opp_goldat25;0.7161091102;average
wpm;opp_goldat25;0.7508452853;average
wardskilled;opp_goldat25;0.8007169113;high
wcpm;opp_goldat25;0.8477151241;high
controlwardsbought;opp_goldat25;0.7903031462;average
visionscore;opp_goldat25;0.8266156613;high
vspm;opp_goldat25;0.8722317303;high
totalgold;opp_goldat25;0.9346615569;high
earnedgold;opp_goldat25;0.9099355597;high
earned gpm;opp_goldat25;0.9349255102;high
earnedgoldshare;opp_goldat25;0.6814107717;average
goldspent;opp_goldat25;0.9384102308;high
gspd;opp_goldat25;-0.7770328718;average
gpr;opp_goldat25;-0.7962131487;average
total cs;opp_goldat25;0.6665727530;average
minionkills;opp_goldat25;0.9078091994;high
monsterkills;opp_goldat25;0.6854210386;average
cspm;opp_goldat25;0.9610089601;high
goldat10;opp_goldat25;0.9800977159;high
xpat10;opp_goldat25;0.9773566623;high
csat10;opp_goldat25;0.9656796762;high
opp_goldat10;opp_goldat25;0.9923759564;high
opp_xpat10;opp_goldat25;0.9829871833;high
opp_csat10;opp_goldat25;0.9737681876;high
golddiffat10;opp_goldat25;-0.0785554478;low
xpdiffat10;opp_goldat25;-0.0584553267;low
csdiffat10;opp_goldat25;-0.0549141023;low
killsat10;opp_goldat25;0.5185893058;average
assistsat10;opp_goldat25;0.4800300100;average
deathsat10;opp_goldat25;0.5773347015;average
opp_killsat10;opp_goldat25;0.5756614829;average
opp_assistsat10;opp_goldat25;0.5240801913;average
opp_deathsat10;opp_goldat25;0.5240261506;average
goldat15;opp_goldat25;0.9773055595;high
xpat15;opp_goldat25;0.9781769988;high
csat15;opp_goldat25;0.9656130704;high
opp_goldat15;opp_goldat25;0.9951131616;high
opp_xpat15;opp_goldat25;0.9859176016;high
opp_csat15;opp_goldat25;0.9748247695;high
golddiffat15;opp_goldat25;-0.0962926024;low
xpdiffat15;opp_goldat25;-0.0738572283;low
csdiffat15;opp_goldat25;-0.0662926378;low
killsat15;opp_goldat25;0.6116174177;average
assistsat15;opp_goldat25;0.5789116771;average
deathsat15;opp_goldat25;0.6813398425;average
opp_killsat15;opp_goldat25;0.6800499950;average
opp_assistsat15;opp_goldat25;0.6325081803;average
opp_deathsat15;opp_goldat25;0.6177230293;average
goldat20;opp_goldat25;0.9750848146;high
xpat20;opp_goldat25;0.9781976014;high
csat20;opp_goldat25;0.9650009616;high
opp_goldat20;opp_goldat25;0.9974949738;high
opp_xpat20;opp_goldat25;0.9893444603;high
opp_csat20;opp_goldat25;0.9754119608;high
golddiffat20;opp_goldat25;-0.1107876636;low
xpdiffat20;opp_goldat25;-0.0914767184;low
csdiffat20;opp_goldat25;-0.0748745943;low
killsat20;opp_goldat25;0.6601727072;average
assistsat20;opp_goldat25;0.6364205950;average
deathsat20;opp_goldat25;0.7443753672;average
opp_killsat20;opp_goldat25;0.7433387691;average
opp_assistsat20;opp_goldat25;0.7049612441;average
opp_deathsat20;opp_goldat25;0.6672445916;average
goldat25;opp_goldat25;0.9690513112;high
xpat25;opp_goldat25;0.9711615178;high
csat25;opp_goldat25;0.9621869902;high
kills;opp_xpat25;0.7079391900;average
deaths;opp_xpat25;0.7963093611;average
assists;opp_xpat25;0.6927179728;average
teamkills;opp_xpat25;-0.0431764066;low
teamdeaths;opp_xpat25;0.0443620404;low
doublekills;opp_xpat25;0.4600712833;average
triplekills;opp_xpat25;0.2451685326;low
quadrakills;opp_xpat25;0.1093546813;low
pentakills;opp_xpat25;0.0503363208;low
firstblood;opp_xpat25;0.1830631415;low
firstbloodkill;opp_xpat25;-0.0106026659;low
firstbloodassist;opp_xpat25;-0.1750864113;low
firstbloodvictim;opp_xpat25;0.0118443901;low
team kpm;opp_xpat25;-0.0444350360;low
ckpm;opp_xpat25;0.0055643005;low
firstdragon;opp_xpat25;-0.1784168035;low
